epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,40287.5,1.03497,0.52961,0.00604,0.86749,0.81203,0.83027,0.56115,1.05982,0.58021,0.00673,0.000814495,0.000814495,0.000814495
59,40711.5,1.0296,0.51746,0.00611,0.82808,0.79799,0.8064,0.53147,1.11059,0.58348,0.0088,0.000808389,0.000808389,0.000808389
60,41147.1,1.03207,0.5205,0.00603,0.91965,0.74755,0.81935,0.56308,1.06396,0.58377,0.00733,0.000802208,0.000802208,0.000802208
61,41566.6,1.02817,0.50501,0.0062,0.87472,0.78199,0.80959,0.56324,1.07266,0.5748,0.00762,0.000795954,0.000795954,0.000795954
62,41974.1,1.02318,0.51286,0.0058,0.91796,0.73669,0.80247,0.54572,1.07141,0.5703,0.00771,0.000789628,0.000789628,0.000789628
63,42438.4,1.02499,0.51349,0.00589,0.95262,0.71948,0.80829,0.55304,1.06516,0.5875,0.00684,0.000783231,0.000783231,0.000783231
64,42805.4,1.01821,0.49605,0.00578,0.91777,0.73212,0.82529,0.56198,1.08765,0.6144,0.00736,0.000776766,0.000776766,0.000776766
65,43172.8,0.99469,0.48732,0.00562,0.91884,0.75095,0.81647,0.56004,1.0814,0.60187,0.00756,0.000770234,0.000770234,0.000770234
66,43540,1.01948,0.51629,0.00585,0.82082,0.80937,0.82699,0.54908,1.09018,0.58016,0.0077,0.000763637,0.000763637,0.000763637
67,43909.9,1.00879,0.49081,0.00581,0.90026,0.74339,0.8003,0.54475,1.08194,0.6006,0.00804,0.000756976,0.000756976,0.000756976
68,44278.4,1.00826,0.50858,0.00571,0.87775,0.8058,0.83126,0.55782,1.07494,0.62127,0.0073,0.000750252,0.000750252,0.000750252
69,44648.3,1.00279,0.4937,0.00588,0.84047,0.80145,0.82563,0.56443,1.06301,0.60192,0.00707,0.000743468,0.000743468,0.000743468
70,45010.3,1.00275,0.50527,0.00574,0.94495,0.7298,0.81104,0.54849,1.07865,0.62916,0.0077,0.000736625,0.000736625,0.000736625
71,45372.1,0.99549,0.49665,0.00568,0.81456,0.78996,0.82438,0.56464,1.07898,0.60463,0.00772,0.000729725,0.000729725,0.000729725
72,45737.8,0.98746,0.47679,0.00573,0.90047,0.71535,0.79841,0.53445,1.0824,0.58521,0.00762,0.00072277,0.00072277,0.00072277
73,46092.8,1.00119,0.48042,0.00573,0.91642,0.69723,0.78905,0.52854,1.06916,0.57529,0.007,0.000715761,0.000715761,0.000715761
74,46443.3,0.99036,0.47726,0.00561,0.81461,0.80869,0.81674,0.54827,1.06616,0.57247,0.00719,0.0007087,0.0007087,0.0007087
75,46804.9,0.98504,0.48707,0.00552,0.8119,0.814,0.8259,0.56546,1.06754,0.5717,0.00693,0.000701588,0.000701588,0.000701588
76,47153.4,0.98042,0.46271,0.00525,0.94908,0.74412,0.80514,0.55706,1.06741,0.5839,0.00701,0.000694428,0.000694428,0.000694428
77,47468,0.97548,0.4664,0.00555,0.9343,0.75808,0.80402,0.5405,1.06954,0.57953,0.00716,0.000687222,0.000687222,0.000687222
78,47821,0.97807,0.47032,0.00548,0.82365,0.79865,0.80186,0.55007,1.06928,0.59706,0.00701,0.00067997,0.00067997,0.00067997
79,48173.9,0.98342,0.47279,0.00557,0.92371,0.75166,0.79025,0.53266,1.08597,0.62165,0.0082,0.000672675,0.000672675,0.000672675
80,48527.8,0.97828,0.469,0.00549,0.9152,0.74642,0.80106,0.53634,1.08815,0.61035,0.00821,0.000665339,0.000665339,0.000665339
81,48884.7,0.97444,0.4632,0.00551,0.85761,0.81563,0.83754,0.58023,1.07004,0.59744,0.0071,0.000657963,0.000657963,0.000657963
82,49242.9,0.97701,0.46727,0.00552,0.93157,0.79387,0.83705,0.58686,1.06714,0.60336,0.00729,0.00065055,0.00065055,0.00065055
83,49574.9,0.95487,0.45753,0.00527,0.8946,0.79432,0.83578,0.57985,1.0767,0.62815,0.00756,0.000643101,0.000643101,0.000643101
84,49889.6,0.97205,0.46114,0.0053,0.9407,0.72824,0.83219,0.57416,1.09148,0.64732,0.00791,0.000635617,0.000635617,0.000635617
85,50203.9,0.96431,0.45907,0.00531,0.94851,0.73846,0.81805,0.56697,1.06685,0.63127,0.00706,0.000628101,0.000628101,0.000628101
86,50518.2,0.95145,0.45903,0.00541,0.9248,0.74611,0.81085,0.5611,1.05674,0.60975,0.00673,0.000620555,0.000620555,0.000620555
87,50832.8,0.94932,0.4531,0.00515,0.84615,0.78639,0.80357,0.55575,1.05874,0.59566,0.00679,0.000612981,0.000612981,0.000612981
88,51163.1,0.95309,0.45415,0.00516,0.81526,0.75881,0.78155,0.54519,1.05878,0.61112,0.0069,0.00060538,0.00060538,0.00060538
89,51514.7,0.95365,0.45905,0.00519,0.80391,0.79216,0.78352,0.55123,1.05619,0.6077,0.00676,0.000597754,0.000597754,0.000597754
90,51866.7,0.94748,0.43726,0.00509,0.76947,0.80526,0.78627,0.54926,1.05691,0.59573,0.00665,0.000590105,0.000590105,0.000590105
91,52232.5,0.94069,0.43466,0.00518,0.81701,0.78651,0.79726,0.55715,1.06341,0.6184,0.00692,0.000582435,0.000582435,0.000582435
92,52595.8,0.93191,0.42907,0.00511,0.83076,0.77709,0.81645,0.56989,1.08121,0.62346,0.00763,0.000574746,0.000574746,0.000574746
93,52948.3,0.93696,0.4317,0.00498,0.85552,0.77744,0.81535,0.57485,1.07225,0.62181,0.00715,0.00056704,0.00056704,0.00056704
94,53301.9,0.94156,0.44297,0.00498,0.85326,0.78064,0.81466,0.57542,1.0707,0.63872,0.00726,0.000559318,0.000559318,0.000559318
95,53659.6,0.92236,0.4348,0.00505,0.87207,0.77216,0.79813,0.56042,1.07633,0.64226,0.00729,0.000551584,0.000551584,0.000551584
96,54020.9,0.92663,0.42757,0.00499,0.88426,0.77803,0.79927,0.55794,1.0698,0.64221,0.00702,0.000543837,0.000543837,0.000543837
97,54405.7,0.91876,0.43001,0.00491,0.87748,0.78222,0.80295,0.56019,1.07136,0.63965,0.00704,0.000536081,0.000536081,0.000536081
98,54744,0.9188,0.43023,0.00497,0.85724,0.74699,0.80187,0.55501,1.07716,0.65518,0.0072,0.000528318,0.000528318,0.000528318
99,55100.1,0.93049,0.42872,0.00495,0.95364,0.73392,0.80346,0.5619,1.0732,0.66303,0.00715,0.000520548,0.000520548,0.000520548
100,55442.5,0.9247,0.42575,0.00479,0.95151,0.73135,0.79721,0.55977,1.07269,0.65487,0.00702,0.000512775,0.000512775,0.000512775
101,55816.4,0.91284,0.41697,0.0048,0.86692,0.73206,0.79251,0.55783,1.07047,0.64602,0.00704,0.000505,0.000505,0.000505
102,56209.6,0.91141,0.41642,0.00478,0.86543,0.74304,0.79722,0.55175,1.07569,0.64735,0.00723,0.000497225,0.000497225,0.000497225
103,56603.2,0.90795,0.41155,0.00472,0.86914,0.73892,0.79674,0.55291,1.07915,0.64868,0.00735,0.000489452,0.000489452,0.000489452
104,56996.6,0.9048,0.41197,0.00476,0.86747,0.76471,0.79373,0.54916,1.07731,0.65216,0.00704,0.000481682,0.000481682,0.000481682
105,57389.5,0.89819,0.41485,0.00485,0.8668,0.76521,0.79929,0.54881,1.07566,0.65568,0.00688,0.000473919,0.000473919,0.000473919
106,57783.9,0.90855,0.41416,0.00478,0.85558,0.76129,0.80117,0.54929,1.07808,0.6794,0.00683,0.000466163,0.000466163,0.000466163
107,58177.9,0.88909,0.40576,0.00461,0.86595,0.76017,0.80223,0.54958,1.0833,0.70382,0.007,0.000458416,0.000458416,0.000458416
108,58570.1,0.89575,0.40258,0.00462,0.8544,0.76015,0.80338,0.55027,1.08657,0.71723,0.00697,0.000450682,0.000450682,0.000450682
109,58963.1,0.88601,0.39711,0.00466,0.87059,0.75597,0.80189,0.54924,1.089,0.718,0.00691,0.00044296,0.00044296,0.00044296
110,59357,0.89591,0.40283,0.00459,0.86813,0.7569,0.79957,0.54604,1.09479,0.72757,0.00698,0.000435254,0.000435254,0.000435254
111,59749.5,0.88752,0.40646,0.00457,0.84383,0.74337,0.79752,0.54307,1.09714,0.74302,0.00717,0.000427565,0.000427565,0.000427565
112,60142.8,0.88873,0.40594,0.00455,0.84054,0.76272,0.7983,0.54311,1.1068,0.75088,0.00756,0.000419895,0.000419895,0.000419895
